Env_ID,Date,Site_ID,Rainfall_mm,Temp_Min_C,Temp_Max_C,Tidal_Level_m,Notes
ENV-00435,2024-12-08,,0.0,24.1,32.0,0.82,
ENV-00436,2024-12-09,,0.0,22.0,31.8,1.03,
ENV-00437,2024-12-10,,0.0,18.5,28.5,1.28,
ENV-00438,2024-12-11,,2.5,23.4,31.5,1.38,
ENV-00439,2024-12-12,,0.0,24.8,31.9,1.29,
ENV-00440,2024-12-13,,0.0,24.2,30.4,1.27,
ENV-00441,2024-12-14,,0.0,23.7,31.1,1.08,
ENV-00442,2024-12-15,,0.0,25.0,31.8,0.85,
ENV-00443,2024-12-16,,0.0,24.6,32.6,0.51,
ENV-00444,2024-12-17,,0.0,23.0,32.1,0.34,
ENV-00445,2024-12-18,,0.0,23.8,32.8,0.26,
ENV-00446,2024-12-19,,0.0,23.3,29.6,0.23,
ENV-00447,2024-12-20,,0.2,19.3,27.9,0.31,
ENV-00448,2024-12-21,,0.0,24.7,34.2,0.56,
ENV-00449,2024-12-22,,0.6,24.6,32.4,0.79,
ENV-00450,2024-12-23,,0.0,24.5,31.6,1.1,
ENV-00451,2024-12-24,,0.0,24.6,32.6,1.27,
ENV-00452,2024-12-25,,0.0,24.9,31.5,1.36,
ENV-00453,2024-12-26,,0.1,23.1,32.4,1.37,
ENV-00454,2024-12-27,,0.0,22.9,32.3,1.31,
ENV-00455,2024-12-28,,0.2,24.0,32.3,1.2,
ENV-00456,2024-12-29,,1.7,23.6,32.5,0.85,
ENV-00457,2024-12-30,,1.7,23.0,31.0,0.5,
ENV-00458,2024-12-31,,0.8,20.1,29.6,0.29,
ENV-00459,2025-01-01,,0.0,25.4,33.2,0.28,
ENV-00460,2025-01-02,,0.0,23.4,33.1,0.13,
ENV-00461,2025-01-03,,0.0,23.1,30.4,0.28,
ENV-00462,2025-01-04,,0.0,24.5,31.3,0.54,
ENV-00463,2025-01-05,,0.0,26.6,32.9,0.91,
ENV-00464,2025-01-06,,0.0,26.0,32.4,0.97,
ENV-00465,2025-01-07,,0.0,25.4,32.0,1.37,
ENV-00466,2025-01-08,,0.0,25.9,33.1,1.39,
ENV-00467,2025-01-09,,0.3,25.5,32.3,1.37,
ENV-00468,2025-01-10,,0.0,22.2,30.4,1.27,
ENV-00469,2025-01-11,,0.0,23.3,33.2,1.04,
ENV-00470,2025-01-12,,0.0,26.6,32.9,0.84,
ENV-00471,2025-01-13,,0.7,26.1,34.0,0.54,
ENV-00472,2025-01-14,,0.0,24.0,32.0,0.26,
ENV-00473,2025-01-15,,0.0,23.7,32.2,0.18,
ENV-00474,2025-01-16,,0.0,23.7,29.8,0.24,
ENV-00475,2025-01-17,,0.0,27.8,36.4,0.28,
ENV-00476,2025-01-18,,0.0,20.6,29.4,0.54,
ENV-00477,2025-01-19,,1.2,25.0,31.8,0.76,
ENV-00478,2025-01-20,,0.0,21.9,29.2,0.98,
ENV-00479,2025-01-21,,0.0,24.4,30.5,1.22,
ENV-00480,2025-01-22,,0.0,23.9,31.8,1.44,
ENV-00481,2025-01-23,,0.0,21.5,29.5,1.44,
ENV-00482,2025-01-24,,1.5,23.0,33.0,1.26,
ENV-00483,2025-01-25,,6.7,25.7,32.8,0.97,
ENV-00484,2025-01-26,,1.8,24.8,30.9,0.85,
ENV-00485,2025-01-27,,0.0,22.1,32.1,0.51,
ENV-00486,2025-01-28,,0.0,19.5,27.8,0.39,
ENV-00487,2025-01-29,,0.0,24.6,32.3,0.25,
ENV-00488,2025-01-30,,0.0,28.0,36.3,0.27,
ENV-00489,2025-01-31,,0.0,26.9,34.1,0.38,
ENV-00490,2025-02-01,,0.0,27.4,36.8,0.52,
ENV-00491,2025-02-02,,0.0,22.9,29.8,0.82,
ENV-00492,2025-02-03,,0.0,22.6,30.6,1.12,
ENV-00493,2025-02-04,,0.0,22.7,32.0,1.27,
ENV-00494,2025-02-05,,1.4,23.7,32.5,1.5,
ENV-00495,2025-02-06,,0.0,23.0,30.9,1.44,
ENV-00496,2025-02-07,,8.9,23.9,31.4,1.34,
ENV-00497,2025-02-08,,0.0,22.9,31.6,0.98,
ENV-00498,2025-02-09,,3.2,25.7,31.8,0.94,
ENV-00499,2025-02-10,,2.9,23.9,32.9,0.53,
ENV-00500,2025-02-11,,0.0,21.0,27.0,0.28,
ENV-00501,2025-02-12,,1.1,24.0,30.7,0.25,
ENV-00502,2025-02-13,,0.0,23.2,32.3,0.16,
ENV-00503,2025-02-14,,0.3,18.3,26.6,0.41,
ENV-00504,2025-02-15,,0.0,24.1,34.0,0.56,
ENV-00505,2025-02-16,,0.6,29.4,35.9,0.76,
ENV-00506,2025-02-17,,1.1,25.8,32.3,1.14,
ENV-00507,2025-02-18,,1.0,21.0,30.0,1.27,
ENV-00508,2025-02-19,,0.0,21.1,30.4,1.31,
ENV-00509,2025-02-20,,0.0,20.7,29.5,1.3,
ENV-00510,2025-02-21,,0.0,24.0,31.8,1.17,
ENV-00511,2025-02-22,,0.0,24.9,31.8,1.02,
ENV-00512,2025-02-23,,0.0,21.7,27.9,0.77,
ENV-00513,2025-02-24,,0.0,22.7,31.4,0.55,
ENV-00514,2025-02-25,,0.0,20.2,28.7,0.29,
ENV-00515,2025-02-26,,0.0,19.6,26.7,0.1,
ENV-00516,2025-02-27,,0.0,22.5,28.8,0.13,
ENV-00517,2025-02-28,,0.0,17.6,26.9,0.29,
ENV-00518,2025-03-01,,0.0,20.7,28.5,0.45,
ENV-00519,2025-03-02,,0.0,21.6,29.1,0.86,
ENV-00520,2025-03-03,,0.0,24.0,33.7,1.15,
ENV-00521,2025-03-04,,0.0,19.0,26.4,1.27,
ENV-00522,2025-03-05,,0.9,19.6,28.8,1.34,
ENV-00523,2025-03-06,,0.0,23.6,29.8,1.39,
ENV-00524,2025-03-07,,2.0,22.1,30.3,1.4,
ENV-00525,2025-03-08,,0.0,19.5,28.3,1.1,
ENV-00526,2025-03-09,,0.0,21.6,27.8,0.76,
ENV-00527,2025-03-10,,0.0,19.4,28.0,0.51,
ENV-00528,2025-03-11,,7.5,18.6,25.0,0.32,
ENV-00529,2025-03-12,,0.4,18.0,26.2,0.28,
ENV-00530,2025-03-13,,0.0,21.3,29.8,0.19,
ENV-00531,2025-03-14,,0.0,19.4,29.0,0.33,
ENV-00532,2025-03-15,,0.0,15.6,24.2,0.53,
ENV-00533,2025-03-16,,0.0,23.4,31.8,0.8,
ENV-00534,2025-03-17,,0.0,19.8,27.8,1.1,
ENV-00535,2025-03-18,,0.0,23.6,30.6,1.27,
ENV-00536,2025-03-19,,0.0,22.7,29.4,1.35,
ENV-00537,2025-03-20,,0.0,21.8,29.8,1.28,
ENV-00538,2025-03-21,,0.1,17.6,26.4,1.32,
ENV-00539,2025-03-22,,0.0,19.9,28.4,1.14,
ENV-00540,2025-03-23,,0.0,19.6,28.0,0.77,
ENV-00541,2025-03-24,,0.0,21.9,30.5,0.55,
ENV-00542,2025-03-25,,0.0,16.8,25.8,0.36,
ENV-00543,2025-03-26,,0.0,14.7,23.4,0.2,
ENV-00544,2025-03-27,,0.0,16.8,23.1,0.2,
ENV-00545,2025-03-28,,0.0,22.1,28.8,0.36,
ENV-00546,2025-03-29,,0.0,17.4,27.0,0.59,
ENV-00547,2025-03-30,,0.0,18.3,24.6,0.83,
ENV-00548,2025-03-31,,0.0,19.5,27.2,1.1,
ENV-00549,2025-04-01,,3.2,19.8,26.0,1.18,
ENV-00550,2025-04-02,,0.0,19.5,26.9,1.36,
ENV-00551,2025-04-03,,0.6,12.5,21.6,1.43,
ENV-00552,2025-04-04,,0.0,19.2,28.5,1.27,
ENV-00553,2025-04-05,,0.0,21.3,28.2,1.01,
ENV-00554,2025-04-06,,0.0,17.5,25.8,0.82,
ENV-00555,2025-04-07,,0.0,23.4,29.8,0.55,
ENV-00556,2025-04-08,,0.0,16.9,24.9,0.28,
ENV-00557,2025-04-09,,3.3,18.2,27.5,0.21,
ENV-00558,2025-04-10,,2.3,16.0,25.5,0.29,
ENV-00559,2025-04-11,,0.0,16.6,25.3,0.44,
ENV-00560,2025-04-12,,0.0,16.2,25.5,0.5,
ENV-00561,2025-04-13,,0.0,19.3,26.8,0.85,
ENV-00562,2025-04-14,,0.0,13.8,23.1,1.07,
ENV-00563,2025-04-15,,0.0,18.5,26.4,1.26,
ENV-00564,2025-04-16,,0.0,17.3,25.6,1.43,
ENV-00565,2025-04-17,,0.0,15.0,22.6,1.35,
ENV-00566,2025-04-18,,0.0,15.7,23.6,1.35,
ENV-00567,2025-04-19,,0.0,12.9,22.1,1.07,
ENV-00568,2025-04-20,,0.0,15.1,22.2,0.87,
ENV-00569,2025-04-21,,0.0,14.5,21.6,0.49,
ENV-00570,2025-04-22,,0.0,13.4,22.9,0.39,
ENV-00571,2025-04-23,,0.0,14.7,22.2,0.19,
ENV-00572,2025-04-24,,0.0,16.4,23.9,0.17,
ENV-00573,2025-04-25,,0.5,15.9,25.5,0.35,
ENV-00574,2025-04-26,,0.0,20.2,27.2,0.6,
ENV-00575,2025-04-27,,0.0,12.6,20.6,0.81,
ENV-00576,2025-04-28,,0.0,12.2,20.2,1.01,
ENV-00577,2025-04-29,,0.0,13.9,20.6,1.25,
ENV-00578,2025-04-30,,0.0,14.7,22.2,1.38,
ENV-00579,2025-05-01,,0.0,12.5,20.7,1.36,
ENV-00580,2025-05-02,,0.0,16.2,23.0,1.35,
ENV-00581,2025-05-03,,0.0,16.6,23.0,1.12,
ENV-00582,2025-05-04,,0.0,14.1,21.6,0.73,
ENV-00583,2025-05-05,,0.0,14.3,22.3,0.44,
ENV-00584,2025-05-06,,0.0,13.1,19.4,0.31,
ENV-00585,2025-05-07,,0.0,16.0,24.8,0.22,
ENV-00586,2025-05-08,,2.5,13.1,22.8,0.26,
ENV-00587,2025-05-09,,0.0,16.6,24.4,0.35,
ENV-00588,2025-05-10,,0.0,9.6,16.3,0.54,
ENV-00589,2025-05-11,,0.0,14.4,23.4,0.79,
ENV-00590,2025-05-12,,0.0,15.1,22.1,1.01,
ENV-00591,2025-05-13,,1.3,14.9,22.4,1.24,
ENV-00592,2025-05-14,,0.0,11.5,21.3,1.48,
ENV-00593,2025-05-15,,0.0,10.5,19.5,1.47,
ENV-00594,2025-05-16,,0.0,12.6,21.1,1.22,
ENV-00595,2025-05-17,,0.0,11.5,21.5,1.02,
ENV-00596,2025-05-18,,0.0,16.8,23.3,0.86,
ENV-00597,2025-05-19,,0.0,17.4,24.1,0.52,
ENV-00598,2025-05-20,,0.0,11.6,18.8,0.27,
ENV-00599,2025-05-21,,0.0,16.1,23.3,0.26,
ENV-00600,2025-05-22,,0.0,10.7,20.6,0.26,
ENV-00601,2025-05-23,,0.0,11.7,20.9,0.42,
ENV-00602,2025-05-24,,0.0,15.8,23.7,0.57,
ENV-00603,2025-05-25,,0.0,12.9,21.5,0.83,
ENV-00604,2025-05-26,,0.0,13.3,21.1,1.14,
ENV-00605,2025-05-27,,0.0,12.3,20.7,1.27,
ENV-00606,2025-05-28,,0.0,14.5,22.0,1.36,
ENV-00607,2025-05-29,,0.0,15.9,25.0,1.36,
ENV-00608,2025-05-30,,0.0,15.2,24.2,1.3,
ENV-00609,2025-05-31,,2.1,14.2,21.5,1.11,
ENV-00610,2025-06-01,,0.0,15.5,23.7,0.81,
ENV-00611,2025-06-02,,1.1,17.6,25.5,0.51,
ENV-00612,2025-06-03,,0.0,13.6,20.7,0.3,
ENV-00613,2025-06-04,,0.3,15.4,22.0,0.25,
ENV-00614,2025-06-05,,2.4,16.8,23.7,0.16,
ENV-00615,2025-06-06,,0.0,15.4,22.0,0.43,
ENV-00616,2025-06-07,,0.0,8.7,18.7,0.49,
ENV-00617,2025-06-08,,0.0,15.5,23.0,0.81,
ENV-00618,2025-06-09,,0.0,16.9,24.4,1.12,
ENV-00619,2025-06-10,,0.0,13.5,23.2,1.22,
ENV-00620,2025-06-11,,0.0,12.7,20.9,1.43,
ENV-00621,2025-06-12,,0.0,14.7,21.7,1.4,
ENV-00622,2025-06-13,,0.0,10.4,20.4,1.25,
ENV-00623,2025-06-14,,0.0,11.9,20.2,1.02,
ENV-00624,2025-06-15,,0.0,19.3,28.1,0.83,
ENV-00625,2025-06-16,,0.0,15.5,25.1,0.45,
ENV-00626,2025-06-17,,0.0,14.3,20.6,0.22,
ENV-00627,2025-06-18,,0.7,10.1,19.4,0.23,
ENV-00628,2025-06-19,,0.0,14.6,23.8,0.21,
ENV-00629,2025-06-20,,3.2,13.5,22.6,0.31,
ENV-00630,2025-06-21,,0.0,13.7,20.4,0.51,
ENV-00631,2025-06-22,,2.5,10.8,20.7,0.8,
ENV-00632,2025-06-23,,0.0,13.0,20.3,1.11,
ENV-00633,2025-06-24,,2.8,12.3,20.9,1.27,
ENV-00634,2025-06-25,,0.0,11.0,19.6,1.48,
ENV-00635,2025-06-26,,0.0,13.5,22.0,1.46,
ENV-00636,2025-06-27,,0.7,18.7,25.7,1.28,
ENV-00637,2025-06-28,,0.0,10.3,19.5,1.11,
ENV-00638,2025-06-29,,0.0,15.3,23.6,0.78,
ENV-00639,2025-06-30,,4.2,10.6,20.5,0.5,
ENV-00640,2025-07-01,,2.9,7.5,16.5,0.29,
ENV-00641,2025-07-02,,0.0,19.0,25.3,0.2,
ENV-00642,2025-07-03,,0.0,12.7,21.7,0.24,
ENV-00643,2025-07-04,,0.0,13.7,23.5,0.32,
ENV-00644,2025-07-05,,0.0,9.1,17.0,0.57,
ENV-00645,2025-07-06,,0.0,15.2,22.2,0.74,
ENV-00646,2025-07-07,,0.4,12.8,21.9,0.98,
ENV-00647,2025-07-08,,0.0,16.0,24.8,1.27,
ENV-00648,2025-07-09,,0.0,15.5,24.1,1.36,
ENV-00649,2025-07-10,,0.0,14.4,22.2,1.32,
ENV-00650,2025-07-11,,0.0,11.9,20.4,1.38,
ENV-00651,2025-07-12,,0.0,15.4,21.8,1.07,
ENV-00652,2025-07-13,,0.0,11.4,19.4,0.81,
ENV-00653,2025-07-14,,0.0,18.1,25.2,0.57,
ENV-00654,2025-07-15,,0.0,15.7,25.3,0.31,
ENV-00655,2025-07-16,,0.0,13.7,20.5,0.26,
ENV-00656,2025-07-17,,0.0,11.5,21.3,0.31,
ENV-00657,2025-07-18,,0.0,9.3,18.9,0.23,
ENV-00658,2025-07-19,,0.0,17.1,24.1,0.52,
ENV-00659,2025-07-20,,0.0,12.1,21.2,0.77,
ENV-00660,2025-07-21,,0.0,12.6,20.7,0.96,
ENV-00661,2025-07-22,,0.0,11.7,19.5,1.26,
ENV-00662,2025-07-23,,1.7,12.2,22.0,1.4,
ENV-00663,2025-07-24,,0.0,13.1,21.8,1.4,
ENV-00664,2025-07-25,,0.0,14.4,24.2,1.26,
ENV-00665,2025-07-26,,0.0,11.7,20.3,1.05,
ENV-00666,2025-07-27,,0.0,11.5,20.2,0.82,
ENV-00667,2025-07-28,,0.0,15.7,23.0,0.59,
ENV-00668,2025-07-29,,2.0,12.0,20.1,0.27,
ENV-00669,2025-07-30,,0.0,11.5,21.1,0.27,
ENV-00670,2025-07-31,,1.2,13.0,22.4,0.22,
ENV-00671,2025-08-01,,0.0,15.8,22.5,0.29,
ENV-00672,2025-08-02,,0.0,15.2,23.7,0.58,
ENV-00673,2025-08-03,,5.8,17.8,24.5,0.74,
ENV-00674,2025-08-04,,0.0,17.4,24.1,1.07,
ENV-00675,2025-08-05,,0.0,11.3,21.0,1.21,
ENV-00676,2025-08-06,,0.0,13.6,20.2,1.45,
ENV-00677,2025-08-07,,0.0,14.3,20.7,1.33,
ENV-00678,2025-08-08,,0.0,16.0,24.7,1.3,
ENV-00679,2025-08-09,,0.0,13.8,20.0,1.11,
ENV-00680,2025-08-10,,0.0,13.8,21.9,0.81,
ENV-00681,2025-08-11,,0.0,12.7,19.4,0.62,
ENV-00682,2025-08-12,,0.0,17.0,23.6,0.32,
ENV-00683,2025-08-13,,0.0,11.6,20.4,0.22,
ENV-00684,2025-08-14,,2.4,17.0,23.4,0.21,
ENV-00685,2025-08-15,,0.0,13.2,22.8,0.36,
ENV-00686,2025-08-16,,0.0,14.6,20.7,0.48,
ENV-00687,2025-08-17,,0.0,15.7,24.5,0.9,
ENV-00688,2025-08-18,,0.0,12.6,21.6,1.05,
ENV-00689,2025-08-19,,4.1,15.2,22.5,1.26,
ENV-00690,2025-08-20,,0.0,19.0,25.6,1.34,
ENV-00691,2025-08-21,,0.0,14.2,22.8,1.35,
ENV-00692,2025-08-22,,0.9,19.3,27.3,1.27,
ENV-00693,2025-08-23,,0.0,16.0,23.1,1.03,
ENV-00694,2025-08-24,,0.0,14.4,22.7,0.75,
ENV-00695,2025-08-25,,0.0,11.4,19.6,0.59,
ENV-00696,2025-08-26,,0.0,14.2,22.1,0.37,
ENV-00697,2025-08-27,,3.2,14.4,22.4,0.14,
ENV-00698,2025-08-28,,0.0,12.3,20.6,0.17,
ENV-00699,2025-08-29,,0.0,12.6,20.6,0.26,
ENV-00700,2025-08-30,,0.0,11.3,20.4,0.53,
ENV-00701,2025-08-31,,0.0,15.7,24.1,0.85,
ENV-00702,2025-09-01,,0.0,11.9,21.2,1.05,
ENV-00703,2025-09-02,,0.0,17.8,24.2,1.29,
ENV-00704,2025-09-03,,2.4,16.3,22.6,1.38,
ENV-00705,2025-09-04,,0.0,17.0,23.4,1.41,
ENV-00706,2025-09-05,,0.0,11.1,19.4,1.32,
ENV-00707,2025-09-06,,0.0,15.8,24.9,0.97,
ENV-00708,2025-09-07,,0.0,12.7,22.5,0.8,
ENV-00709,2025-09-08,,0.4,17.0,23.2,0.49,
ENV-00710,2025-09-09,,0.0,14.0,23.7,0.39,
ENV-00711,2025-09-10,,0.0,17.2,23.5,0.27,
ENV-00712,2025-09-11,,0.5,13.0,20.3,0.23,
ENV-00713,2025-09-12,,0.0,11.9,20.3,0.34,
ENV-00714,2025-09-13,,2.6,16.3,24.3,0.52,
ENV-00715,2025-09-14,,0.0,15.7,22.7,0.76,
ENV-00716,2025-09-15,,0.2,11.8,21.3,1.14,
ENV-00717,2025-09-16,,0.0,14.4,21.0,1.25,
ENV-00718,2025-09-17,,0.0,12.0,20.4,1.38,
ENV-00719,2025-09-18,,1.0,14.8,21.2,1.28,
ENV-00720,2025-09-19,,0.0,12.2,20.5,1.31,
ENV-00721,2025-09-20,,0.0,13.6,20.9,1.11,
ENV-00722,2025-09-21,,0.0,12.0,19.3,0.75,
ENV-00723,2025-09-22,,0.0,15.0,21.6,0.57,
ENV-00724,2025-09-23,,1.3,11.4,20.8,0.31,
ENV-00725,2025-09-24,,0.0,12.6,22.3,0.26,
ENV-00726,2025-09-25,,0.0,14.5,24.0,0.24,
ENV-00727,2025-09-26,,0.0,14.7,23.4,0.31,
ENV-00728,2025-09-27,,0.0,16.2,23.3,0.58,
ENV-00729,2025-09-28,,0.0,12.7,21.7,0.84,
ENV-00730,2025-09-29,,0.0,10.0,18.8,1.1,
ENV-00731,2025-09-30,,0.0,15.7,23.8,1.27,
ENV-00732,2025-10-01,,0.3,12.6,20.7,1.29,
ENV-00733,2025-10-02,,0.0,14.8,21.4,1.37,
ENV-00734,2025-10-03,,0.0,16.3,23.3,1.25,
ENV-00735,2025-10-04,,0.0,14.6,24.0,0.99,
ENV-00736,2025-10-05,,0.3,14.5,22.1,0.75,
ENV-00737,2025-10-06,,0.0,13.2,22.9,0.5,
ENV-00738,2025-10-07,,0.0,12.3,22.2,0.3,
ENV-00739,2025-10-08,,2.2,13.7,21.0,0.23,
ENV-00740,2025-10-09,,0.0,15.2,21.3,0.22,
ENV-00741,2025-10-10,,0.0,14.1,22.8,0.32,
ENV-00742,2025-10-11,,0.0,11.7,20.4,0.54,
ENV-00743,2025-10-12,,0.0,12.5,22.4,0.75,
ENV-00744,2025-10-13,,0.0,17.1,23.2,1.15,
ENV-00745,2025-10-14,,2.9,16.6,22.6,1.24,
ENV-00746,2025-10-15,,0.0,13.8,21.0,1.3,
ENV-00747,2025-10-16,,0.0,14.8,22.6,1.42,
ENV-00748,2025-10-17,,0.0,14.8,22.6,1.24,
ENV-00749,2025-10-18,,0.0,17.1,25.3,1.11,
ENV-00750,2025-10-19,,0.0,13.4,21.6,0.88,
ENV-00751,2025-10-20,,0.0,17.8,25.8,0.54,
ENV-00752,2025-10-21,,1.2,12.1,20.6,0.28,
ENV-00753,2025-10-22,,0.0,17.7,25.2,0.22,
ENV-00754,2025-10-23,,0.0,21.7,27.7,0.27,
ENV-00755,2025-10-24,,0.0,15.4,23.4,0.35,
ENV-00756,2025-10-25,,0.0,16.7,26.6,0.46,
ENV-00757,2025-10-26,,0.0,18.8,28.5,0.74,
ENV-00758,2025-10-27,,0.0,18.7,26.8,1.05,
ENV-00759,2025-10-28,,0.0,23.3,29.8,1.27,
ENV-00760,2025-10-29,,0.0,18.9,25.3,1.43,
ENV-00761,2025-10-30,,0.0,19.1,25.1,1.42,
ENV-00762,2025-10-31,,0.6,21.0,30.2,1.28,
ENV-00763,2025-11-01,,0.0,15.0,24.6,1.07,
ENV-00764,2025-11-02,,0.0,16.5,23.8,0.82,
ENV-00765,2025-11-03,,0.0,24.4,30.9,0.61,
ENV-00766,2025-11-04,,0.0,21.4,28.7,0.39,
ENV-00767,2025-11-05,,0.0,20.1,28.1,0.11,
ENV-00768,2025-11-06,,0.0,17.8,26.7,0.19,
ENV-00769,2025-11-07,,0.0,19.1,29.0,0.37,
ENV-00770,2025-11-08,,0.0,20.2,29.5,0.54,
ENV-00771,2025-11-09,,0.0,19.8,27.0,0.79,
ENV-00772,2025-11-10,,1.6,18.8,28.1,1.11,
ENV-00773,2025-11-11,,0.0,18.1,27.3,1.34,
ENV-00774,2025-11-12,,0.0,19.9,29.1,1.47,
ENV-00775,2025-11-13,,0.0,20.5,27.6,1.33,
ENV-00776,2025-11-14,,0.5,22.8,29.1,1.29,
ENV-00777,2025-11-15,,0.8,20.5,27.6,1.09,
ENV-00778,2025-11-16,,0.2,20.9,26.9,0.75,
ENV-00779,2025-11-17,,0.0,23.0,31.6,0.46,
ENV-00780,2025-11-18,,0.0,19.9,28.4,0.4,
ENV-00781,2025-11-19,,0.0,22.1,29.4,0.26,
ENV-00782,2025-11-20,,0.0,20.3,28.1,0.22,
ENV-00783,2025-11-21,,0.0,20.1,29.6,0.32,
ENV-00784,2025-11-22,,0.0,21.3,27.7,0.5,
ENV-00785,2025-11-23,,2.2,21.9,30.3,0.71,
ENV-00786,2025-11-24,,0.0,22.9,31.1,1.09,
ENV-00787,2025-11-25,,0.0,21.5,27.7,1.21,
ENV-00788,2025-11-26,,0.0,22.1,29.1,1.42,
ENV-00789,2025-11-27,,0.0,19.9,27.2,1.42,
ENV-00790,2025-11-28,,0.0,22.7,30.4,1.24,
ENV-00791,2025-11-29,,0.0,16.3,25.9,1.09,
ENV-00792,2025-11-30,,0.0,19.5,27.1,0.8,
ENV-00793,2025-12-01,,0.0,23.1,30.5,0.55,
ENV-00794,2025-12-02,,0.0,19.2,28.4,0.4,
ENV-00795,2025-12-03,,0.9,26.6,33.7,0.19,
ENV-00796,2025-12-04,,0.0,21.1,29.0,0.34,
ENV-00797,2025-12-05,,0.0,19.0,27.5,0.37,
ENV-00798,2025-12-06,,0.0,20.7,27.1,0.54,
ENV-00799,2025-12-07,,0.0,24.5,31.7,0.71,
ENV-00800,2025-12-08,,0.0,23.5,32.2,1.05,
ENV-00801,2025-12-09,,0.0,23.5,31.2,1.32,
ENV-00802,2025-12-10,,0.0,20.6,30.5,1.34,
ENV-00803,2025-12-11,,0.0,24.3,33.2,1.44,
ENV-00804,2025-12-12,,0.0,20.9,29.5,1.2,
ENV-00805,2025-12-13,,0.0,21.1,30.3,0.99,
ENV-00806,2025-12-14,,0.0,19.0,27.8,0.77,
ENV-00807,2025-12-15,,0.0,22.2,30.5,0.52,
ENV-00808,2025-12-16,,0.0,26.8,33.8,0.34,
ENV-00809,2025-12-17,,3.6,26.0,32.8,0.2,
ENV-00810,2025-12-18,,4.2,26.2,35.0,0.24,
ENV-00811,2025-12-19,,0.0,24.1,30.4,0.25,
ENV-00812,2025-12-20,,0.0,23.5,31.3,0.55,
ENV-00813,2025-12-21,,9.8,22.6,32.3,0.9,
ENV-00814,2025-12-22,,0.0,23.1,29.3,1.06,
ENV-00815,2025-12-23,,0.0,21.5,30.2,1.25,
ENV-00816,2025-12-24,,0.0,20.7,29.4,1.41,
ENV-00817,2025-12-25,,2.5,28.0,36.8,1.29,
ENV-00818,2025-12-26,,0.0,19.6,29.0,1.23,
ENV-00819,2025-12-27,,0.0,21.6,31.3,1.06,
ENV-00820,2025-12-28,,0.0,21.1,29.9,0.79,
ENV-00821,2025-12-29,,0.0,23.1,31.4,0.53,
ENV-00822,2025-12-30,,0.0,25.0,32.7,0.29,
ENV-00823,2025-12-31,,0.0,23.3,30.1,0.23,
ENV-00824,2026-01-01,,0.0,22.2,31.9,0.26,
ENV-00825,2026-01-02,,1.6,23.4,31.6,0.35,
ENV-00826,2026-01-03,,0.0,25.2,32.4,0.68,
ENV-00827,2026-01-04,,0.0,22.6,31.1,0.78,
ENV-00828,2026-01-05,,0.7,26.8,35.0,1.02,
ENV-00829,2026-01-06,,0.0,20.6,28.5,1.25,
ENV-00830,2026-01-07,,0.0,21.5,28.6,1.45,
ENV-00831,2026-01-08,,0.6,22.2,31.4,1.37,
ENV-00832,2026-01-09,,0.0,22.5,31.0,1.26,
ENV-00833,2026-01-10,,0.4,20.6,29.4,1.1,
ENV-00834,2026-01-11,,0.0,25.1,32.6,0.86,
ENV-00835,2026-01-12,,0.0,24.6,33.8,0.58,
ENV-00836,2026-01-13,,3.0,23.2,31.1,0.39,
ENV-00837,2026-01-14,,0.0,22.8,30.1,0.21,
ENV-00838,2026-01-15,,0.0,20.4,28.2,0.17,
ENV-00839,2026-01-16,,0.0,28.2,34.7,0.31,
ENV-00840,2026-01-17,,0.2,22.3,32.1,0.62,
ENV-00841,2026-01-18,,0.0,22.4,31.2,0.79,
ENV-00842,2026-01-19,,0.0,19.3,28.7,1.06,
ENV-00843,2026-01-20,,0.0,22.7,31.3,1.28,
ENV-00844,2026-01-21,,0.0,25.4,33.9,1.39,
ENV-00845,2026-01-22,,1.1,25.0,31.7,1.36,
ENV-00846,2026-01-23,,0.0,23.9,31.4,1.23,
ENV-00847,2026-01-24,,0.0,23.6,31.8,1.05,
ENV-00848,2026-01-25,,0.0,24.3,33.8,0.79,
ENV-00849,2026-01-26,,0.0,23.1,31.2,0.55,
ENV-00850,2026-01-27,,0.0,25.4,32.3,0.44,
ENV-00851,2026-01-28,,0.0,24.6,31.4,0.23,
ENV-00852,2026-01-29,,0.0,26.4,32.9,0.21,
ENV-00853,2026-01-30,,0.2,20.9,28.9,0.34,
ENV-00854,2026-01-31,,0.0,18.4,27.0,0.58,
ENV-00855,2026-02-01,,4.5,23.3,30.0,0.78,
ENV-00856,2026-02-02,,2.4,24.9,31.8,1.04,
ENV-00857,2026-02-03,,0.0,22.5,32.3,1.21,
ENV-00858,2026-02-04,,0.0,26.4,34.8,1.41,
ENV-00859,2026-02-05,,0.0,27.2,34.8,1.39,
ENV-00860,2026-02-06,,0.0,22.3,29.4,1.21,
ENV-00861,2026-02-07,,0.6,24.4,32.2,1.08,
ENV-00862,2026-02-08,,0.0,23.5,30.3,0.76,
ENV-00863,2026-02-09,,0.0,23.4,31.4,0.53,
ENV-00864,2026-02-10,,0.0,21.4,29.7,0.28,
