Event_ID,Trap_ID,Site_ID,Season,Deployment_DateTime,Retrieval_DateTime,Trap_Type,Trap_Status,Sample_Validity,Officer,Notes,Created_By,Created_Date
EVT-00446,TRP-015,ST-014,2023-24,2024-03-24 00:00,2024-03-26 00:00,CDC Light Trap,Successful,Valid,T. Singh,,data_generator,2024-03-26
EVT-00447,TRP-015,ST-014,2023-24,2024-03-31 00:00,2024-04-02 00:00,CDC Light Trap,Successful,Valid,S. O'Connell,,data_generator,2024-04-02
EVT-00448,TRP-015,ST-014,2023-24,2024-04-07 00:00,2024-04-09 00:00,CDC Light Trap,Successful,Valid,T. Singh,,data_generator,2024-04-09
EVT-00449,TRP-015,ST-014,2023-24,2024-04-14 00:00,2024-04-16 00:00,CDC Light Trap,Partial,Valid,M. Ahmed,,data_generator,2024-04-16
EVT-00450,TRP-015,ST-014,2023-24,2024-04-21 00:00,2024-04-23 00:00,CDC Light Trap,Successful,Valid,M. Ahmed,,data_generator,2024-04-23
EVT-00451,TRP-016,ST-014,2023-24,2023-10-01 00:00,2023-10-03 00:00,EVS (CO2-baited),Successful,Valid,R. Patel,,data_generator,2023-10-03
EVT-00452,TRP-016,ST-014,2023-24,2023-10-08 00:00,2023-10-10 00:00,EVS (CO2-baited),Successful,Valid,J. Nguyen,,data_generator,2023-10-10
EVT-00453,TRP-016,ST-014,2023-24,2023-10-15 00:00,2023-10-17 00:00,EVS (CO2-baited),Successful,Valid,R. Patel,,data_generator,2023-10-17
EVT-00454,TRP-016,ST-014,2023-24,2023-10-22 00:00,2023-10-24 00:00,EVS (CO2-baited),Partial,Valid,R. Patel,,data_generator,2023-10-24
EVT-00455,TRP-016,ST-014,2023-24,2023-10-29 00:00,2023-10-31 00:00,EVS (CO2-baited),Successful,Valid,S. O'Connell,,data_generator,2023-10-31
EVT-00456,TRP-016,ST-014,2023-24,2023-11-05 00:00,2023-11-07 00:00,EVS (CO2-baited),Missing,N/A,J. Nguyen,,data_generator,2023-11-07
EVT-00457,TRP-016,ST-014,2023-24,2023-11-12 00:00,2023-11-14 00:00,EVS (CO2-baited),Successful,Valid,K. Wallace,,data_generator,2023-11-14
EVT-00458,TRP-016,ST-014,2023-24,2023-11-19 00:00,2023-11-21 00:00,EVS (CO2-baited),Successful,Valid,J. Nguyen,,data_generator,2023-11-21
EVT-00459,TRP-016,ST-014,2023-24,2023-11-26 00:00,2023-11-28 00:00,EVS (CO2-baited),Successful,Valid,K. Wallace,,data_generator,2023-11-28
EVT-00460,TRP-016,ST-014,2023-24,2023-12-03 00:00,2023-12-05 00:00,EVS (CO2-baited),Successful,Valid,R. Patel,,data_generator,2023-12-05
EVT-00461,TRP-016,ST-014,2023-24,2023-12-10 00:00,2023-12-12 00:00,EVS (CO2-baited),Successful,Valid,T. Singh,,data_generator,2023-12-12
EVT-00462,TRP-016,ST-014,2023-24,2023-12-17 00:00,2023-12-19 00:00,EVS (CO2-baited),Failed - Equipment/Battery,Invalid,M. Ahmed,,data_generator,2023-12-19
EVT-00463,TRP-016,ST-014,2023-24,2023-12-24 00:00,2023-12-26 00:00,EVS (CO2-baited),Successful,Valid,S. O'Connell,,data_generator,2023-12-26
EVT-00464,TRP-016,ST-014,2023-24,2023-12-31 00:00,2024-01-02 00:00,EVS (CO2-baited),Successful,Valid,R. Patel,,data_generator,2024-01-02
EVT-00465,TRP-016,ST-014,2023-24,2024-01-07 00:00,2024-01-09 00:00,EVS (CO2-baited),Successful,Valid,K. Wallace,,data_generator,2024-01-09
EVT-00466,TRP-016,ST-014,2023-24,2024-01-14 00:00,2024-01-16 00:00,EVS (CO2-baited),Successful,Valid,M. Ahmed,,data_generator,2024-01-16
EVT-00467,TRP-016,ST-014,2023-24,2024-01-21 00:00,2024-01-23 00:00,EVS (CO2-baited),Successful,Valid,T. Singh,,data_generator,2024-01-23
EVT-00468,TRP-016,ST-014,2023-24,2024-01-28 00:00,2024-01-30 00:00,EVS (CO2-baited),Successful,Valid,K. Wallace,,data_generator,2024-01-30
EVT-00469,TRP-016,ST-014,2023-24,2024-02-04 00:00,2024-02-06 00:00,EVS (CO2-baited),Failed - Equipment/Battery,Invalid,S. O'Connell,,data_generator,2024-02-06
EVT-00470,TRP-016,ST-014,2023-24,2024-02-11 00:00,2024-02-13 00:00,EVS (CO2-baited),Successful,Valid,R. Patel,,data_generator,2024-02-13
EVT-00471,TRP-016,ST-014,2023-24,2024-02-18 00:00,2024-02-20 00:00,EVS (CO2-baited),Successful,Valid,S. O'Connell,,data_generator,2024-02-20
EVT-00472,TRP-016,ST-014,2023-24,2024-02-25 00:00,2024-02-27 00:00,EVS (CO2-baited),Successful,Valid,K. Wallace,,data_generator,2024-02-27
EVT-00473,TRP-016,ST-014,2023-24,2024-03-03 00:00,2024-03-05 00:00,EVS (CO2-baited),Successful,Valid,T. Singh,,data_generator,2024-03-05
EVT-00474,TRP-016,ST-014,2023-24,2024-03-10 00:00,2024-03-12 00:00,EVS (CO2-baited),Successful,Valid,M. Ahmed,,data_generator,2024-03-12
EVT-00475,TRP-016,ST-014,2023-24,2024-03-17 00:00,2024-03-19 00:00,EVS (CO2-baited),Missing,N/A,S. O'Connell,,data_generator,2024-03-19
EVT-00476,TRP-016,ST-014,2023-24,2024-03-24 00:00,2024-03-26 00:00,EVS (CO2-baited),Successful,Valid,K. Wallace,,data_generator,2024-03-26
EVT-00477,TRP-016,ST-014,2023-24,2024-03-31 00:00,2024-04-02 00:00,EVS (CO2-baited),Successful,Valid,S. O'Connell,,data_generator,2024-04-02
EVT-00478,TRP-016,ST-014,2023-24,2024-04-07 00:00,2024-04-09 00:00,EVS (CO2-baited),Successful,Valid,R. Patel,,data_generator,2024-04-09
EVT-00479,TRP-016,ST-014,2023-24,2024-04-14 00:00,2024-04-16 00:00,EVS (CO2-baited),Successful,Valid,S. O'Connell,,data_generator,2024-04-16
EVT-00480,TRP-016,ST-014,2023-24,2024-04-21 00:00,2024-04-23 00:00,EVS (CO2-baited),Successful,Valid,S. O'Connell,,data_generator,2024-04-23
EVT-00481,TRP-017,ST-015,2023-24,2023-10-01 00:00,2023-10-03 00:00,CDC Light Trap,Successful,Valid,K. Wallace,,data_generator,2023-10-03
EVT-00482,TRP-017,ST-015,2023-24,2023-10-08 00:00,2023-10-10 00:00,CDC Light Trap,Successful,Valid,T. Singh,,data_generator,2023-10-10
EVT-00483,TRP-017,ST-015,2023-24,2023-10-15 00:00,2023-10-17 00:00,CDC Light Trap,Successful,Valid,R. Patel,,data_generator,2023-10-17
EVT-00484,TRP-017,ST-015,2023-24,2023-10-22 00:00,2023-10-24 00:00,CDC Light Trap,Successful,Valid,J. Nguyen,,data_generator,2023-10-24
EVT-00485,TRP-017,ST-015,2023-24,2023-10-29 00:00,2023-10-31 00:00,CDC Light Trap,Successful,Valid,K. Wallace,,data_generator,2023-10-31
EVT-00486,TRP-017,ST-015,2023-24,2023-11-05 00:00,2023-11-07 00:00,CDC Light Trap,Successful,Valid,S. O'Connell,,data_generator,2023-11-07
EVT-00487,TRP-017,ST-015,2023-24,2023-11-12 00:00,2023-11-14 00:00,CDC Light Trap,Successful,Valid,K. Wallace,,data_generator,2023-11-14
EVT-00488,TRP-017,ST-015,2023-24,2023-11-19 00:00,2023-11-21 00:00,CDC Light Trap,Successful,Valid,K. Wallace,,data_generator,2023-11-21
EVT-00489,TRP-017,ST-015,2023-24,2023-11-26 00:00,2023-11-28 00:00,CDC Light Trap,Successful,Valid,R. Patel,,data_generator,2023-11-28
EVT-00490,TRP-017,ST-015,2023-24,2023-12-03 00:00,2023-12-05 00:00,CDC Light Trap,Successful,Valid,R. Patel,,data_generator,2023-12-05
EVT-00491,TRP-017,ST-015,2023-24,2023-12-10 00:00,2023-12-12 00:00,CDC Light Trap,Successful,Valid,S. O'Connell,,data_generator,2023-12-12
EVT-00492,TRP-017,ST-015,2023-24,2023-12-17 00:00,2023-12-19 00:00,CDC Light Trap,Successful,Valid,S. O'Connell,,data_generator,2023-12-19
EVT-00493,TRP-017,ST-015,2023-24,2023-12-24 00:00,2023-12-26 00:00,CDC Light Trap,Successful,Valid,T. Singh,,data_generator,2023-12-26
EVT-00494,TRP-017,ST-015,2023-24,2023-12-31 00:00,2024-01-02 00:00,CDC Light Trap,Successful,Valid,M. Ahmed,,data_generator,2024-01-02
EVT-00495,TRP-017,ST-015,2023-24,2024-01-07 00:00,2024-01-09 00:00,CDC Light Trap,Successful,Valid,J. Nguyen,,data_generator,2024-01-09
EVT-00496,TRP-017,ST-015,2023-24,2024-01-14 00:00,2024-01-16 00:00,CDC Light Trap,Successful,Valid,M. Ahmed,,data_generator,2024-01-16
EVT-00497,TRP-017,ST-015,2023-24,2024-01-21 00:00,2024-01-23 00:00,CDC Light Trap,Successful,Valid,M. Ahmed,,data_generator,2024-01-23
EVT-00498,TRP-017,ST-015,2023-24,2024-01-28 00:00,2024-01-30 00:00,CDC Light Trap,Successful,Valid,M. Ahmed,,data_generator,2024-01-30
EVT-00499,TRP-017,ST-015,2023-24,2024-02-04 00:00,2024-02-06 00:00,CDC Light Trap,Successful,Valid,T. Singh,,data_generator,2024-02-06
EVT-00500,TRP-017,ST-015,2023-24,2024-02-11 00:00,2024-02-13 00:00,CDC Light Trap,Successful,Valid,T. Singh,,data_generator,2024-02-13
EVT-00501,TRP-017,ST-015,2023-24,2024-02-18 00:00,2024-02-20 00:00,CDC Light Trap,Successful,Valid,S. O'Connell,,data_generator,2024-02-20
EVT-00502,TRP-017,ST-015,2023-24,2024-02-25 00:00,2024-02-27 00:00,CDC Light Trap,Successful,Valid,T. Singh,,data_generator,2024-02-27
EVT-00503,TRP-017,ST-015,2023-24,2024-03-03 00:00,2024-03-05 00:00,CDC Light Trap,Missing,N/A,J. Nguyen,,data_generator,2024-03-05
EVT-00504,TRP-017,ST-015,2023-24,2024-03-10 00:00,2024-03-12 00:00,CDC Light Trap,Successful,Valid,R. Patel,,data_generator,2024-03-12
EVT-00505,TRP-017,ST-015,2023-24,2024-03-17 00:00,2024-03-19 00:00,CDC Light Trap,Successful,Valid,K. Wallace,,data_generator,2024-03-19
EVT-00506,TRP-017,ST-015,2023-24,2024-03-24 00:00,2024-03-26 00:00,CDC Light Trap,Successful,Valid,M. Ahmed,,data_generator,2024-03-26
EVT-00507,TRP-017,ST-015,2023-24,2024-03-31 00:00,2024-04-02 00:00,CDC Light Trap,Successful,Valid,M. Ahmed,,data_generator,2024-04-02
EVT-00508,TRP-017,ST-015,2023-24,2024-04-07 00:00,2024-04-09 00:00,CDC Light Trap,Successful,Valid,M. Ahmed,,data_generator,2024-04-09
EVT-00509,TRP-017,ST-015,2023-24,2024-04-14 00:00,2024-04-16 00:00,CDC Light Trap,Successful,Valid,T. Singh,,data_generator,2024-04-16
EVT-00510,TRP-017,ST-015,2023-24,2024-04-21 00:00,2024-04-23 00:00,CDC Light Trap,Successful,Valid,J. Nguyen,,data_generator,2024-04-23
EVT-00511,TRP-018,ST-016,2023-24,2023-10-01 00:00,2023-10-03 00:00,CDC Light Trap,Successful,Valid,R. Patel,,data_generator,2023-10-03
EVT-00512,TRP-018,ST-016,2023-24,2023-10-08 00:00,2023-10-10 00:00,CDC Light Trap,Successful,Valid,S. O'Connell,,data_generator,2023-10-10
EVT-00513,TRP-018,ST-016,2023-24,2023-10-15 00:00,2023-10-17 00:00,CDC Light Trap,Successful,Valid,T. Singh,,data_generator,2023-10-17
EVT-00514,TRP-018,ST-016,2023-24,2023-10-22 00:00,2023-10-24 00:00,CDC Light Trap,Successful,Valid,K. Wallace,,data_generator,2023-10-24
EVT-00515,TRP-018,ST-016,2023-24,2023-10-29 00:00,2023-10-31 00:00,CDC Light Trap,Successful,Valid,M. Ahmed,,data_generator,2023-10-31
EVT-00516,TRP-018,ST-016,2023-24,2023-11-05 00:00,2023-11-07 00:00,CDC Light Trap,Failed - Equipment/Battery,Invalid,K. Wallace,,data_generator,2023-11-07
EVT-00517,TRP-018,ST-016,2023-24,2023-11-12 00:00,2023-11-14 00:00,CDC Light Trap,Failed - Equipment/Battery,Invalid,J. Nguyen,,data_generator,2023-11-14
EVT-00518,TRP-018,ST-016,2023-24,2023-11-19 00:00,2023-11-21 00:00,CDC Light Trap,Successful,Valid,M. Ahmed,,data_generator,2023-11-21
EVT-00519,TRP-018,ST-016,2023-24,2023-11-26 00:00,2023-11-28 00:00,CDC Light Trap,Successful,Valid,R. Patel,,data_generator,2023-11-28
EVT-00520,TRP-018,ST-016,2023-24,2023-12-03 00:00,2023-12-05 00:00,CDC Light Trap,Successful,Valid,M. Ahmed,,data_generator,2023-12-05
EVT-00521,TRP-018,ST-016,2023-24,2023-12-10 00:00,2023-12-12 00:00,CDC Light Trap,Successful,Valid,S. O'Connell,,data_generator,2023-12-12
EVT-00522,TRP-018,ST-016,2023-24,2023-12-17 00:00,2023-12-19 00:00,CDC Light Trap,Successful,Valid,T. Singh,,data_generator,2023-12-19
EVT-00523,TRP-018,ST-016,2023-24,2023-12-24 00:00,2023-12-26 00:00,CDC Light Trap,Successful,Valid,S. O'Connell,,data_generator,2023-12-26
EVT-00524,TRP-018,ST-016,2023-24,2023-12-31 00:00,2024-01-02 00:00,CDC Light Trap,Successful,Valid,J. Nguyen,,data_generator,2024-01-02
EVT-00525,TRP-018,ST-016,2023-24,2024-01-07 00:00,2024-01-09 00:00,CDC Light Trap,Successful,Valid,J. Nguyen,,data_generator,2024-01-09
EVT-00526,TRP-018,ST-016,2023-24,2024-01-14 00:00,2024-01-16 00:00,CDC Light Trap,Successful,Valid,R. Patel,,data_generator,2024-01-16
EVT-00527,TRP-018,ST-016,2023-24,2024-01-21 00:00,2024-01-23 00:00,CDC Light Trap,Successful,Valid,T. Singh,,data_generator,2024-01-23
EVT-00528,TRP-018,ST-016,2023-24,2024-01-28 00:00,2024-01-30 00:00,CDC Light Trap,Successful,Valid,T. Singh,,data_generator,2024-01-30
EVT-00529,TRP-018,ST-016,2023-24,2024-02-04 00:00,2024-02-06 00:00,CDC Light Trap,Failed - Equipment/Battery,Invalid,K. Wallace,,data_generator,2024-02-06
EVT-00530,TRP-018,ST-016,2023-24,2024-02-11 00:00,2024-02-13 00:00,CDC Light Trap,Successful,Valid,R. Patel,,data_generator,2024-02-13
EVT-00531,TRP-018,ST-016,2023-24,2024-02-18 00:00,2024-02-20 00:00,CDC Light Trap,Successful,Valid,S. O'Connell,,data_generator,2024-02-20
EVT-00532,TRP-018,ST-016,2023-24,2024-02-25 00:00,2024-02-27 00:00,CDC Light Trap,Missing,N/A,M. Ahmed,,data_generator,2024-02-27
EVT-00533,TRP-018,ST-016,2023-24,2024-03-03 00:00,2024-03-05 00:00,CDC Light Trap,Successful,Valid,T. Singh,,data_generator,2024-03-05
EVT-00534,TRP-018,ST-016,2023-24,2024-03-10 00:00,2024-03-12 00:00,CDC Light Trap,Successful,Valid,J. Nguyen,,data_generator,2024-03-12
EVT-00535,TRP-018,ST-016,2023-24,2024-03-17 00:00,2024-03-19 00:00,CDC Light Trap,Successful,Valid,K. Wallace,,data_generator,2024-03-19
EVT-00536,TRP-018,ST-016,2023-24,2024-03-24 00:00,2024-03-26 00:00,CDC Light Trap,Successful,Valid,M. Ahmed,,data_generator,2024-03-26
EVT-00537,TRP-018,ST-016,2023-24,2024-03-31 00:00,2024-04-02 00:00,CDC Light Trap,Successful,Valid,K. Wallace,,data_generator,2024-04-02
EVT-00538,TRP-018,ST-016,2023-24,2024-04-07 00:00,2024-04-09 00:00,CDC Light Trap,Successful,Valid,R. Patel,,data_generator,2024-04-09
EVT-00539,TRP-018,ST-016,2023-24,2024-04-14 00:00,2024-04-16 00:00,CDC Light Trap,Successful,Valid,J. Nguyen,,data_generator,2024-04-16
EVT-00540,TRP-018,ST-016,2023-24,2024-04-21 00:00,2024-04-23 00:00,CDC Light Trap,Failed - Equipment/Battery,Invalid,J. Nguyen,,data_generator,2024-04-23
EVT-00541,TRP-019,ST-017,2023-24,2023-10-01 00:00,2023-10-03 00:00,CDC Light Trap,Successful,Valid,R. Patel,,data_generator,2023-10-03
EVT-00542,TRP-019,ST-017,2023-24,2023-10-08 00:00,2023-10-10 00:00,CDC Light Trap,Successful,Valid,J. Nguyen,,data_generator,2023-10-10
EVT-00543,TRP-019,ST-017,2023-24,2023-10-15 00:00,2023-10-17 00:00,CDC Light Trap,Successful,Valid,M. Ahmed,,data_generator,2023-10-17
EVT-00544,TRP-019,ST-017,2023-24,2023-10-22 00:00,2023-10-24 00:00,CDC Light Trap,Successful,Valid,T. Singh,,data_generator,2023-10-24
EVT-00545,TRP-019,ST-017,2023-24,2023-10-29 00:00,2023-10-31 00:00,CDC Light Trap,Successful,Valid,T. Singh,,data_generator,2023-10-31
EVT-00546,TRP-019,ST-017,2023-24,2023-11-05 00:00,2023-11-07 00:00,CDC Light Trap,Successful,Valid,K. Wallace,,data_generator,2023-11-07
EVT-00547,TRP-019,ST-017,2023-24,2023-11-12 00:00,2023-11-14 00:00,CDC Light Trap,Successful,Valid,K. Wallace,,data_generator,2023-11-14
EVT-00548,TRP-019,ST-017,2023-24,2023-11-19 00:00,2023-11-21 00:00,CDC Light Trap,Successful,Valid,J. Nguyen,,data_generator,2023-11-21
EVT-00549,TRP-019,ST-017,2023-24,2023-11-26 00:00,2023-11-28 00:00,CDC Light Trap,Successful,Valid,S. O'Connell,,data_generator,2023-11-28
EVT-00550,TRP-019,ST-017,2023-24,2023-12-03 00:00,2023-12-05 00:00,CDC Light Trap,Successful,Valid,K. Wallace,,data_generator,2023-12-05
EVT-00551,TRP-019,ST-017,2023-24,2023-12-10 00:00,2023-12-12 00:00,CDC Light Trap,Successful,Valid,S. O'Connell,,data_generator,2023-12-12
EVT-00552,TRP-019,ST-017,2023-24,2023-12-17 00:00,2023-12-19 00:00,CDC Light Trap,Successful,Valid,R. Patel,,data_generator,2023-12-19
EVT-00553,TRP-019,ST-017,2023-24,2023-12-24 00:00,2023-12-26 00:00,CDC Light Trap,Successful,Valid,S. O'Connell,,data_generator,2023-12-26
EVT-00554,TRP-019,ST-017,2023-24,2023-12-31 00:00,2024-01-02 00:00,CDC Light Trap,Successful,Valid,K. Wallace,,data_generator,2024-01-02
EVT-00555,TRP-019,ST-017,2023-24,2024-01-07 00:00,2024-01-09 00:00,CDC Light Trap,Successful,Valid,K. Wallace,,data_generator,2024-01-09
EVT-00556,TRP-019,ST-017,2023-24,2024-01-14 00:00,2024-01-16 00:00,CDC Light Trap,Missing,N/A,M. Ahmed,,data_generator,2024-01-16
EVT-00557,TRP-019,ST-017,2023-24,2024-01-21 00:00,2024-01-23 00:00,CDC Light Trap,Successful,Valid,K. Wallace,,data_generator,2024-01-23
EVT-00558,TRP-019,ST-017,2023-24,2024-01-28 00:00,2024-01-30 00:00,CDC Light Trap,Successful,Valid,S. O'Connell,,data_generator,2024-01-30
EVT-00559,TRP-019,ST-017,2023-24,2024-02-04 00:00,2024-02-06 00:00,CDC Light Trap,Successful,Valid,M. Ahmed,,data_generator,2024-02-06
EVT-00560,TRP-019,ST-017,2023-24,2024-02-11 00:00,2024-02-13 00:00,CDC Light Trap,Successful,Valid,J. Nguyen,,data_generator,2024-02-13
EVT-00561,TRP-019,ST-017,2023-24,2024-02-18 00:00,2024-02-20 00:00,CDC Light Trap,Successful,Valid,R. Patel,,data_generator,2024-02-20
EVT-00562,TRP-019,ST-017,2023-24,2024-02-25 00:00,2024-02-27 00:00,CDC Light Trap,Successful,Valid,S. O'Connell,,data_generator,2024-02-27
EVT-00563,TRP-019,ST-017,2023-24,2024-03-03 00:00,2024-03-05 00:00,CDC Light Trap,Successful,Valid,T. Singh,,data_generator,2024-03-05
EVT-00564,TRP-019,ST-017,2023-24,2024-03-10 00:00,2024-03-12 00:00,CDC Light Trap,Successful,Valid,J. Nguyen,,data_generator,2024-03-12
EVT-00565,TRP-019,ST-017,2023-24,2024-03-17 00:00,2024-03-19 00:00,CDC Light Trap,Successful,Valid,S. O'Connell,,data_generator,2024-03-19
EVT-00566,TRP-019,ST-017,2023-24,2024-03-24 00:00,2024-03-26 00:00,CDC Light Trap,Successful,Valid,K. Wallace,,data_generator,2024-03-26
EVT-00567,TRP-019,ST-017,2023-24,2024-03-31 00:00,2024-04-02 00:00,CDC Light Trap,Successful,Valid,J. Nguyen,,data_generator,2024-04-02
EVT-00568,TRP-019,ST-017,2023-24,2024-04-07 00:00,2024-04-09 00:00,CDC Light Trap,Successful,Valid,T. Singh,,data_generator,2024-04-09
EVT-00569,TRP-019,ST-017,2023-24,2024-04-14 00:00,2024-04-16 00:00,CDC Light Trap,Missing,N/A,S. O'Connell,,data_generator,2024-04-16
EVT-00570,TRP-019,ST-017,2023-24,2024-04-21 00:00,2024-04-23 00:00,CDC Light Trap,Missing,N/A,S. O'Connell,,data_generator,2024-04-23
EVT-00571,TRP-020,ST-018,2023-24,2023-10-01 00:00,2023-10-03 00:00,CDC Light Trap,Successful,Valid,R. Patel,,data_generator,2023-10-03
EVT-00572,TRP-020,ST-018,2023-24,2023-10-08 00:00,2023-10-10 00:00,CDC Light Trap,Successful,Valid,K. Wallace,,data_generator,2023-10-10
EVT-00573,TRP-020,ST-018,2023-24,2023-10-15 00:00,2023-10-17 00:00,CDC Light Trap,Failed - Equipment/Battery,Invalid,J. Nguyen,,data_generator,2023-10-17
EVT-00574,TRP-020,ST-018,2023-24,2023-10-22 00:00,2023-10-24 00:00,CDC Light Trap,Successful,Valid,K. Wallace,,data_generator,2023-10-24
EVT-00575,TRP-020,ST-018,2023-24,2023-10-29 00:00,2023-10-31 00:00,CDC Light Trap,Failed - Equipment/Battery,Invalid,J. Nguyen,,data_generator,2023-10-31
EVT-00576,TRP-020,ST-018,2023-24,2023-11-05 00:00,2023-11-07 00:00,CDC Light Trap,Successful,Valid,S. O'Connell,,data_generator,2023-11-07
EVT-00577,TRP-020,ST-018,2023-24,2023-11-12 00:00,2023-11-14 00:00,CDC Light Trap,Successful,Valid,M. Ahmed,,data_generator,2023-11-14
EVT-00578,TRP-020,ST-018,2023-24,2023-11-19 00:00,2023-11-21 00:00,CDC Light Trap,Successful,Valid,K. Wallace,,data_generator,2023-11-21
EVT-00579,TRP-020,ST-018,2023-24,2023-11-26 00:00,2023-11-28 00:00,CDC Light Trap,Successful,Valid,M. Ahmed,,data_generator,2023-11-28
EVT-00580,TRP-020,ST-018,2023-24,2023-12-03 00:00,2023-12-05 00:00,CDC Light Trap,Successful,Valid,R. Patel,,data_generator,2023-12-05
EVT-00581,TRP-020,ST-018,2023-24,2023-12-10 00:00,2023-12-12 00:00,CDC Light Trap,Successful,Valid,T. Singh,,data_generator,2023-12-12
EVT-00582,TRP-020,ST-018,2023-24,2023-12-17 00:00,2023-12-19 00:00,CDC Light Trap,Successful,Valid,S. O'Connell,,data_generator,2023-12-19
EVT-00583,TRP-020,ST-018,2023-24,2023-12-24 00:00,2023-12-26 00:00,CDC Light Trap,Successful,Valid,K. Wallace,,data_generator,2023-12-26
EVT-00584,TRP-020,ST-018,2023-24,2023-12-31 00:00,2024-01-02 00:00,CDC Light Trap,Successful,Valid,M. Ahmed,,data_generator,2024-01-02
EVT-00585,TRP-020,ST-018,2023-24,2024-01-07 00:00,2024-01-09 00:00,CDC Light Trap,Failed - Equipment/Battery,Invalid,K. Wallace,,data_generator,2024-01-09
EVT-00586,TRP-020,ST-018,2023-24,2024-01-14 00:00,2024-01-16 00:00,CDC Light Trap,Successful,Valid,R. Patel,,data_generator,2024-01-16
EVT-00587,TRP-020,ST-018,2023-24,2024-01-21 00:00,2024-01-23 00:00,CDC Light Trap,Successful,Valid,K. Wallace,,data_generator,2024-01-23
EVT-00588,TRP-020,ST-018,2023-24,2024-01-28 00:00,2024-01-30 00:00,CDC Light Trap,Successful,Valid,J. Nguyen,,data_generator,2024-01-30
EVT-00589,TRP-020,ST-018,2023-24,2024-02-04 00:00,2024-02-06 00:00,CDC Light Trap,Partial,Valid,T. Singh,,data_generator,2024-02-06
EVT-00590,TRP-020,ST-018,2023-24,2024-02-11 00:00,2024-02-13 00:00,CDC Light Trap,Successful,Valid,J. Nguyen,,data_generator,2024-02-13
EVT-00591,TRP-020,ST-018,2023-24,2024-02-18 00:00,2024-02-20 00:00,CDC Light Trap,Successful,Valid,T. Singh,,data_generator,2024-02-20
EVT-00592,TRP-020,ST-018,2023-24,2024-02-25 00:00,2024-02-27 00:00,CDC Light Trap,Successful,Valid,S. O'Connell,,data_generator,2024-02-27
EVT-00593,TRP-020,ST-018,2023-24,2024-03-03 00:00,2024-03-05 00:00,CDC Light Trap,Successful,Valid,K. Wallace,,data_generator,2024-03-05
EVT-00594,TRP-020,ST-018,2023-24,2024-03-10 00:00,2024-03-12 00:00,CDC Light Trap,Failed - Equipment/Battery,Invalid,R. Patel,,data_generator,2024-03-12
EVT-00595,TRP-020,ST-018,2023-24,2024-03-17 00:00,2024-03-19 00:00,CDC Light Trap,Successful,Valid,R. Patel,,data_generator,2024-03-19
EVT-00596,TRP-020,ST-018,2023-24,2024-03-24 00:00,2024-03-26 00:00,CDC Light Trap,Successful,Valid,M. Ahmed,,data_generator,2024-03-26
EVT-00597,TRP-020,ST-018,2023-24,2024-03-31 00:00,2024-04-02 00:00,CDC Light Trap,Successful,Valid,S. O'Connell,,data_generator,2024-04-02
EVT-00598,TRP-020,ST-018,2023-24,2024-04-07 00:00,2024-04-09 00:00,CDC Light Trap,Successful,Valid,R. Patel,,data_generator,2024-04-09
EVT-00599,TRP-020,ST-018,2023-24,2024-04-14 00:00,2024-04-16 00:00,CDC Light Trap,Successful,Valid,R. Patel,,data_generator,2024-04-16
EVT-00600,TRP-020,ST-018,2023-24,2024-04-21 00:00,2024-04-23 00:00,CDC Light Trap,Successful,Valid,T. Singh,,data_generator,2024-04-23
EVT-00601,TRP-021,ST-019,2023-24,2023-10-01 00:00,2023-10-03 00:00,EVS (CO2-baited),Successful,Valid,R. Patel,,data_generator,2023-10-03
EVT-00602,TRP-021,ST-019,2023-24,2023-10-08 00:00,2023-10-10 00:00,EVS (CO2-baited),Successful,Valid,K. Wallace,,data_generator,2023-10-10
EVT-00603,TRP-021,ST-019,2023-24,2023-10-15 00:00,2023-10-17 00:00,EVS (CO2-baited),Successful,Valid,M. Ahmed,,data_generator,2023-10-17
EVT-00604,TRP-021,ST-019,2023-24,2023-10-22 00:00,2023-10-24 00:00,EVS (CO2-baited),Successful,Valid,M. Ahmed,,data_generator,2023-10-24
EVT-00605,TRP-021,ST-019,2023-24,2023-10-29 00:00,2023-10-31 00:00,EVS (CO2-baited),Successful,Valid,J. Nguyen,,data_generator,2023-10-31
EVT-00606,TRP-021,ST-019,2023-24,2023-11-05 00:00,2023-11-07 00:00,EVS (CO2-baited),Successful,Valid,T. Singh,,data_generator,2023-11-07
EVT-00607,TRP-021,ST-019,2023-24,2023-11-12 00:00,2023-11-14 00:00,EVS (CO2-baited),Successful,Valid,R. Patel,,data_generator,2023-11-14
EVT-00608,TRP-021,ST-019,2023-24,2023-11-19 00:00,2023-11-21 00:00,EVS (CO2-baited),Successful,Valid,S. O'Connell,,data_generator,2023-11-21
EVT-00609,TRP-021,ST-019,2023-24,2023-11-26 00:00,2023-11-28 00:00,EVS (CO2-baited),Successful,Valid,R. Patel,,data_generator,2023-11-28
EVT-00610,TRP-021,ST-019,2023-24,2023-12-03 00:00,2023-12-05 00:00,EVS (CO2-baited),Failed - Equipment/Battery,Invalid,T. Singh,,data_generator,2023-12-05
EVT-00611,TRP-021,ST-019,2023-24,2023-12-10 00:00,2023-12-12 00:00,EVS (CO2-baited),Successful,Valid,J. Nguyen,,data_generator,2023-12-12
EVT-00612,TRP-021,ST-019,2023-24,2023-12-17 00:00,2023-12-19 00:00,EVS (CO2-baited),Successful,Valid,T. Singh,,data_generator,2023-12-19
