Result_ID,Event_ID,Species_Code,Number_Collected,Notes
RES-001826,EVT-00682,AEDCAM,1,
RES-001827,EVT-00682,CULANN,4,
RES-001828,EVT-00683,AEDCAM,2,
RES-001829,EVT-00683,CULANN,4,
RES-001830,EVT-00684,CULANN,9,
RES-001831,EVT-00685,AEDNOT,1,
RES-001832,EVT-00685,AEDVIG,3,
RES-001833,EVT-00685,AEDCAM,1,
RES-001834,EVT-00685,CULANN,2,
RES-001835,EVT-00686,CULANN,1,
RES-001836,EVT-00687,AEDVIG,2,
RES-001837,EVT-00687,CULANN,2,
RES-001838,EVT-00689,CULQUI,2,
RES-001839,EVT-00690,AEDCAM,1,
RES-001840,EVT-00692,CULANN,1,
RES-001841,EVT-00693,AEDVIG,1,
RES-001842,EVT-00694,AEDCAM,1,
RES-001843,EVT-00694,CULANN,3,
RES-001844,EVT-00695,AEDVIG,2,
RES-001845,EVT-00695,CULANN,1,
RES-001846,EVT-00696,CULANN,2,
RES-001847,EVT-00697,AEDVIG,2,
RES-001848,EVT-00697,CULANN,3,
RES-001849,EVT-00697,ANOANN,1,
RES-001850,EVT-00698,AEDCAM,2,
RES-001851,EVT-00698,CULANN,2,
RES-001852,EVT-00698,CULQUI,1,
RES-001853,EVT-00699,AEDVIG,4,
RES-001854,EVT-00699,CULANN,1,
RES-001855,EVT-00700,CULANN,1,
RES-001856,EVT-00701,AEDNOT,1,
RES-001857,EVT-00701,CULANN,2,
RES-001858,EVT-00701,ANOANN,1,
RES-001859,EVT-00702,AEDNOT,1,
RES-001860,EVT-00702,AEDVIG,2,
RES-001861,EVT-00702,AEDCAM,2,
RES-001862,EVT-00702,CULANN,1,
RES-001863,EVT-00702,CULQUI,1,
RES-001864,EVT-00702,ANOANN,1,
RES-001865,EVT-00704,AEDVIG,2,
RES-001866,EVT-00704,AEDCAM,1,
RES-001867,EVT-00704,CULANN,4,
RES-001868,EVT-00704,ANOANN,1,
RES-001869,EVT-00705,AEDVIG,3,
RES-001870,EVT-00705,CULANN,3,
RES-001871,EVT-00706,AEDNOT,1,
RES-001872,EVT-00706,AEDVIG,4,
RES-001873,EVT-00706,AEDCAM,1,
RES-001874,EVT-00706,CULANN,4,
RES-001875,EVT-00706,ANOANN,1,
RES-001876,EVT-00707,AEDVIG,2,
RES-001877,EVT-00707,AEDCAM,1,
RES-001878,EVT-00707,CULANN,4,
RES-001879,EVT-00708,AEDNOT,1,
RES-001880,EVT-00708,AEDVIG,1,
RES-001881,EVT-00708,CULANN,4,
RES-001882,EVT-00710,AEDNOT,1,
RES-001883,EVT-00710,AEDVIG,3,
RES-001884,EVT-00710,CULANN,2,
RES-001885,EVT-00710,CULQUI,1,
RES-001886,EVT-00711,AEDVIG,3,
RES-001887,EVT-00711,CULANN,3,
RES-001888,EVT-00711,ANOANN,1,
RES-001889,EVT-00713,CULANN,2,
RES-001890,EVT-00713,CULQUI,2,
RES-001891,EVT-00714,CULANN,2,
RES-001892,EVT-00715,AEDVIG,1,
RES-001893,EVT-00715,AEDCAM,1,
RES-001894,EVT-00715,CULANN,3,
RES-001895,EVT-00715,CULQUI,1,
RES-001896,EVT-00716,AEDNOT,2,
RES-001897,EVT-00716,AEDVIG,4,
RES-001898,EVT-00717,AEDVIG,1,
RES-001899,EVT-00717,CULANN,1,
RES-001900,EVT-00717,CULQUI,1,
RES-001901,EVT-00718,CULANN,2,
RES-001902,EVT-00719,AEDNOT,1,
RES-001903,EVT-00719,ANOANN,1,
RES-001904,EVT-00720,CULANN,1,
RES-001905,EVT-00723,AEDCAM,1,
RES-001906,EVT-00724,AEDNOT,1,
RES-001907,EVT-00724,CULANN,2,
RES-001908,EVT-00725,CULANN,1,
RES-001909,EVT-00727,CULANN,1,
RES-001910,EVT-00728,CULANN,3,
RES-001911,EVT-00728,CULQUI,1,
RES-001912,EVT-00729,AEDVIG,3,
RES-001913,EVT-00729,AEDCAM,1,
RES-001914,EVT-00729,CULANN,8,
RES-001915,EVT-00729,CULQUI,2,
RES-001916,EVT-00729,ANOANN,1,
RES-001917,EVT-00730,AEDVIG,1,
RES-001918,EVT-00730,AEDCAM,1,
RES-001919,EVT-00730,CULANN,8,
RES-001920,EVT-00730,CULQUI,1,
RES-001921,EVT-00731,AEDNOT,1,
RES-001922,EVT-00731,AEDVIG,1,
RES-001923,EVT-00731,AEDCAM,1,
RES-001924,EVT-00731,CULANN,5,
RES-001925,EVT-00732,AEDNOT,2,
RES-001926,EVT-00732,AEDVIG,1,
RES-001927,EVT-00732,CULANN,4,
RES-001928,EVT-00734,AEDNOT,1,
RES-001929,EVT-00734,AEDVIG,3,
RES-001930,EVT-00734,AEDCAM,1,
RES-001931,EVT-00734,CULANN,3,
RES-001932,EVT-00734,CULQUI,1,
RES-001933,EVT-00736,AEDCAM,1,
RES-001934,EVT-00736,CULANN,5,
RES-001935,EVT-00736,ANOANN,1,
RES-001936,EVT-00737,AEDNOT,1,
RES-001937,EVT-00737,AEDVIG,2,
RES-001938,EVT-00737,CULANN,4,
RES-001939,EVT-00737,CULQUI,1,
RES-001940,EVT-00737,ANOANN,1,
RES-001941,EVT-00739,AEDVIG,5,
RES-001942,EVT-00739,CULANN,4,
RES-001943,EVT-00739,CULQUI,1,
RES-001944,EVT-00739,ANOANN,1,
RES-001945,EVT-00740,AEDNOT,2,
RES-001946,EVT-00740,AEDVIG,2,
RES-001947,EVT-00740,CULANN,1,
RES-001948,EVT-00740,ANOANN,1,
RES-001949,EVT-00741,AEDVIG,1,
RES-001950,EVT-00741,CULANN,4,
RES-001951,EVT-00742,AEDCAM,1,
RES-001952,EVT-00742,CULANN,7,
RES-001953,EVT-00742,ANOANN,1,
RES-001954,EVT-00743,AEDVIG,2,
RES-001955,EVT-00743,CULANN,1,
RES-001956,EVT-00743,ANOANN,2,
RES-001957,EVT-00744,AEDVIG,2,
RES-001958,EVT-00744,AEDCAM,1,
RES-001959,EVT-00744,CULANN,1,
RES-001960,EVT-00745,AEDVIG,1,
RES-001961,EVT-00745,AEDCAM,1,
RES-001962,EVT-00745,CULANN,5,
RES-001963,EVT-00746,AEDNOT,3,
RES-001964,EVT-00746,AEDCAM,1,
RES-001965,EVT-00746,CULANN,3,
RES-001966,EVT-00747,AEDVIG,1,
RES-001967,EVT-00748,AEDVIG,2,
RES-001968,EVT-00748,CULANN,3,
RES-001969,EVT-00749,CULANN,4,
RES-001970,EVT-00753,AEDNOT,1,
RES-001971,EVT-00753,AEDVIG,1,
RES-001972,EVT-00753,CULANN,3,
RES-001973,EVT-00755,AEDCAM,1,
RES-001974,EVT-00755,CULANN,1,
RES-001975,EVT-00756,AEDVIG,1,
RES-001976,EVT-00756,AEDCAM,1,
RES-001977,EVT-00756,CULANN,1,
RES-001978,EVT-00757,AEDVIG,3,
RES-001979,EVT-00757,CULANN,1,
RES-001980,EVT-00757,CULQUI,1,
RES-001981,EVT-00758,AEDVIG,2,
RES-001982,EVT-00758,CULANN,4,
RES-001983,EVT-00759,CULANN,2,
RES-001984,EVT-00760,AEDVIG,2,
RES-001985,EVT-00760,CULANN,1,
RES-001986,EVT-00761,AEDNOT,1,
RES-001987,EVT-00761,AEDVIG,1,
RES-001988,EVT-00761,AEDCAM,1,
RES-001989,EVT-00761,CULANN,4,
RES-001990,EVT-00761,ANOANN,2,
RES-001991,EVT-00762,AEDCAM,1,
RES-001992,EVT-00762,CULANN,4,
RES-001993,EVT-00762,CULQUI,2,
RES-001994,EVT-00763,AEDNOT,2,
RES-001995,EVT-00763,AEDVIG,2,
RES-001996,EVT-00763,AEDCAM,1,
RES-001997,EVT-00763,CULANN,3,
RES-001998,EVT-00763,CULQUI,2,
RES-001999,EVT-00764,AEDVIG,2,
RES-002000,EVT-00764,AEDCAM,1,
RES-002001,EVT-00764,CULANN,3,
RES-002002,EVT-00765,AEDCAM,1,
RES-002003,EVT-00765,CULANN,2,
RES-002004,EVT-00766,AEDVIG,2,
RES-002005,EVT-00766,AEDCAM,2,
RES-002006,EVT-00766,CULANN,4,
RES-002007,EVT-00767,AEDVIG,4,
RES-002008,EVT-00767,CULANN,5,
RES-002009,EVT-00769,AEDVIG,2,
RES-002010,EVT-00769,AEDCAM,1,
RES-002011,EVT-00769,CULANN,4,
RES-002012,EVT-00769,CULQUI,2,
RES-002013,EVT-00770,CULANN,2,
RES-002014,EVT-00770,ANOANN,1,
RES-002015,EVT-00771,AEDNOT,2,
RES-002016,EVT-00771,AEDVIG,1,
RES-002017,EVT-00771,AEDCAM,1,
RES-002018,EVT-00771,CULANN,9,
RES-002019,EVT-00771,CULQUI,1,
RES-002020,EVT-00774,AEDCAM,1,
RES-002021,EVT-00774,CULANN,5,
RES-002022,EVT-00774,ANOANN,1,
RES-002023,EVT-00775,AEDVIG,1,
RES-002024,EVT-00775,AEDCAM,1,
RES-002025,EVT-00775,CULANN,1,
RES-002026,EVT-00776,AEDVIG,2,
RES-002027,EVT-00776,CULANN,4,
RES-002028,EVT-00778,AEDVIG,1,
RES-002029,EVT-00778,CULANN,1,
RES-002030,EVT-00779,AEDNOT,1,
RES-002031,EVT-00779,AEDVIG,1,
RES-002032,EVT-00779,CULANN,2,
RES-002033,EVT-00782,CULANN,2,
RES-002034,EVT-00782,CULQUI,1,
RES-002035,EVT-00783,AEDCAM,1,
RES-002036,EVT-00783,CULANN,1,
RES-002037,EVT-00785,AEDVIG,1,
RES-002038,EVT-00785,CULANN,2,
RES-002039,EVT-00785,CULQUI,2,
RES-002040,EVT-00786,CULANN,1,
RES-002041,EVT-00787,AEDNOT,1,
RES-002042,EVT-00787,AEDCAM,1,
RES-002043,EVT-00787,CULANN,4,
RES-002044,EVT-00787,ANOANN,1,
RES-002045,EVT-00788,AEDVIG,2,
RES-002046,EVT-00788,CULANN,2,
RES-002047,EVT-00789,AEDVIG,1,
RES-002048,EVT-00789,AEDCAM,3,
RES-002049,EVT-00789,CULANN,3,
RES-002050,EVT-00790,AEDVIG,2,
RES-002051,EVT-00790,AEDCAM,1,
RES-002052,EVT-00790,CULANN,4,
RES-002053,EVT-00790,CULQUI,1,
RES-002054,EVT-00792,AEDNOT,1,
RES-002055,EVT-00792,AEDCAM,1,
RES-002056,EVT-00792,CULANN,5,
RES-002057,EVT-00792,CULQUI,1,
RES-002058,EVT-00793,AEDVIG,4,
RES-002059,EVT-00793,CULANN,7,
RES-002060,EVT-00793,CULQUI,2,
RES-002061,EVT-00793,ANOANN,1,
RES-002062,EVT-00794,AEDCAM,1,
RES-002063,EVT-00794,CULANN,6,
RES-002064,EVT-00795,AEDNOT,1,
RES-002065,EVT-00795,AEDCAM,1,
RES-002066,EVT-00795,CULANN,7,
RES-002067,EVT-00795,ANOANN,1,
RES-002068,EVT-00796,AEDVIG,1,
RES-002069,EVT-00796,AEDCAM,2,
RES-002070,EVT-00796,CULANN,2,
RES-002071,EVT-00798,AEDNOT,2,
RES-002072,EVT-00798,AEDVIG,2,
RES-002073,EVT-00798,AEDCAM,1,
RES-002074,EVT-00798,CULANN,3,
RES-002075,EVT-00798,CULQUI,1,
RES-002076,EVT-00799,AEDVIG,3,
RES-002077,EVT-00799,AEDCAM,1,
RES-002078,EVT-00799,CULANN,5,
RES-002079,EVT-00800,AEDNOT,2,
RES-002080,EVT-00800,CULANN,2,
RES-002081,EVT-00800,CULQUI,1,
RES-002082,EVT-00801,AEDNOT,2,
RES-002083,EVT-00801,AEDVIG,1,
RES-002084,EVT-00801,CULANN,5,
RES-002085,EVT-00801,CULQUI,1,
RES-002086,EVT-00801,ANOANN,1,
RES-002087,EVT-00803,AEDNOT,1,
RES-002088,EVT-00803,AEDVIG,1,
RES-002089,EVT-00803,CULANN,5,
RES-002090,EVT-00804,CULANN,4,
RES-002091,EVT-00805,AEDNOT,1,
RES-002092,EVT-00805,AEDVIG,2,
RES-002093,EVT-00805,AEDCAM,1,
RES-002094,EVT-00805,CULANN,2,
RES-002095,EVT-00806,CULANN,1,
RES-002096,EVT-00807,AEDCAM,2,
RES-002097,EVT-00807,CULANN,1,
RES-002098,EVT-00807,ANOANN,1,
RES-002099,EVT-00808,ANOANN,1,
RES-002100,EVT-00809,CULANN,1,
RES-002101,EVT-00813,AEDNOT,1,
RES-002102,EVT-00814,AEDVIG,1,
RES-002103,EVT-00814,CULANN,2,
RES-002104,EVT-00814,CULQUI,1,
RES-002105,EVT-00815,AEDNOT,1,
RES-002106,EVT-00815,AEDVIG,1,
RES-002107,EVT-00815,CULANN,1,
RES-002108,EVT-00816,AEDNOT,1,
RES-002109,EVT-00816,CULANN,3,
RES-002110,EVT-00817,CULANN,1,
RES-002111,EVT-00817,CULQUI,1,
RES-002112,EVT-00818,AEDNOT,2,
RES-002113,EVT-00818,AEDVIG,1,
RES-002114,EVT-00818,AEDCAM,1,
RES-002115,EVT-00818,CULANN,2,
RES-002116,EVT-00818,CULQUI,1,
RES-002117,EVT-00819,AEDNOT,2,
RES-002118,EVT-00819,AEDCAM,2,
RES-002119,EVT-00819,CULANN,3,
RES-002120,EVT-00819,CULQUI,1,
RES-002121,EVT-00820,AEDNOT,1,
RES-002122,EVT-00820,AEDVIG,2,
RES-002123,EVT-00820,AEDCAM,2,
RES-002124,EVT-00820,CULANN,3,
RES-002125,EVT-00821,AEDVIG,1,
RES-002126,EVT-00821,CULANN,3,
RES-002127,EVT-00822,AEDNOT,1,
RES-002128,EVT-00822,AEDVIG,1,
RES-002129,EVT-00822,AEDCAM,1,
RES-002130,EVT-00822,CULANN,5,
RES-002131,EVT-00822,ANOANN,1,
RES-002132,EVT-00823,AEDNOT,2,
RES-002133,EVT-00823,AEDVIG,2,
RES-002134,EVT-00823,CULANN,2,
RES-002135,EVT-00824,AEDVIG,2,
RES-002136,EVT-00824,AEDCAM,1,
RES-002137,EVT-00824,CULANN,3,
RES-002138,EVT-00826,AEDVIG,2,
RES-002139,EVT-00826,CULANN,2,
RES-002140,EVT-00826,CULQUI,2,
RES-002141,EVT-00827,AEDNOT,4,
RES-002142,EVT-00827,AEDVIG,1,
RES-002143,EVT-00827,CULANN,7,
RES-002144,EVT-00828,AEDVIG,1,
RES-002145,EVT-00828,CULANN,5,
RES-002146,EVT-00829,CULANN,1,
RES-002147,EVT-00829,CULQUI,1,
RES-002148,EVT-00830,AEDNOT,1,
RES-002149,EVT-00830,AEDVIG,3,
RES-002150,EVT-00830,CULANN,2,
RES-002151,EVT-00831,AEDVIG,1,
RES-002152,EVT-00831,CULANN,3,
RES-002153,EVT-00832,AEDVIG,1,
RES-002154,EVT-00832,CULANN,1,
RES-002155,EVT-00833,AEDNOT,1,
RES-002156,EVT-00833,AEDCAM,1,
RES-002157,EVT-00833,CULANN,1,
RES-002158,EVT-00834,AEDNOT,1,
RES-002159,EVT-00834,AEDVIG,2,
RES-002160,EVT-00834,CULANN,2,
RES-002161,EVT-00834,CULQUI,1,
RES-002162,EVT-00835,AEDNOT,1,
RES-002163,EVT-00835,CULANN,2,
RES-002164,EVT-00836,CULANN,5,
RES-002165,EVT-00837,AEDVIG,1,
RES-002166,EVT-00837,CULANN,1,
RES-002167,EVT-00837,ANOANN,2,
RES-002168,EVT-00838,AEDVIG,1,
RES-002169,EVT-00838,CULANN,1,
RES-002170,EVT-00839,CULANN,1,
RES-002171,EVT-00843,AEDVIG,1,
RES-002172,EVT-00844,AEDCAM,1,
RES-002173,EVT-00844,CULANN,4,
RES-002174,EVT-00845,AEDCAM,2,
RES-002175,EVT-00846,CULQUI,2,
RES-002176,EVT-00847,CULANN,2,
RES-002177,EVT-00847,CULQUI,1,
RES-002178,EVT-00848,AEDVIG,2,
RES-002179,EVT-00848,CULANN,2,
RES-002180,EVT-00848,CULQUI,1,
RES-002181,EVT-00849,AEDNOT,3,
RES-002182,EVT-00849,AEDVIG,2,
RES-002183,EVT-00849,AEDCAM,1,
RES-002184,EVT-00849,CULANN,3,
RES-002185,EVT-00849,CULQUI,1,
RES-002186,EVT-00850,AEDNOT,1,
RES-002187,EVT-00850,AEDVIG,2,
RES-002188,EVT-00850,AEDCAM,1,
RES-002189,EVT-00850,CULANN,2,
RES-002190,EVT-00850,CULQUI,1,
RES-002191,EVT-00851,AEDNOT,2,
RES-002192,EVT-00851,CULANN,1,
RES-002193,EVT-00851,ANOANN,1,
RES-002194,EVT-00852,AEDVIG,1,
RES-002195,EVT-00852,CULANN,2,
RES-002196,EVT-00853,AEDVIG,1,
RES-002197,EVT-00853,AEDCAM,1,
RES-002198,EVT-00853,CULANN,3,
RES-002199,EVT-00854,AEDNOT,5,
RES-002200,EVT-00854,AEDVIG,1,
RES-002201,EVT-00854,AEDCAM,2,
RES-002202,EVT-00854,CULANN,2,
RES-002203,EVT-00854,ANOANN,1,
RES-002204,EVT-00855,AEDVIG,1,
RES-002205,EVT-00855,CULANN,4,
RES-002206,EVT-00855,CULQUI,1,
RES-002207,EVT-00856,AEDNOT,2,
RES-002208,EVT-00856,AEDVIG,1,
RES-002209,EVT-00856,CULANN,6,
RES-002210,EVT-00856,CULQUI,1,
RES-002211,EVT-00857,AEDVIG,2,
RES-002212,EVT-00858,AEDNOT,1,
RES-002213,EVT-00858,AEDVIG,1,
RES-002214,EVT-00858,CULANN,3,
RES-002215,EVT-00858,CULQUI,1,
RES-002216,EVT-00858,ANOANN,1,
RES-002217,EVT-00860,AEDVIG,1,
RES-002218,EVT-00860,CULANN,10,
RES-002219,EVT-00860,ANOANN,1,
RES-002220,EVT-00861,AEDCAM,1,
RES-002221,EVT-00861,CULANN,2,
RES-002222,EVT-00861,CULQUI,1,
RES-002223,EVT-00861,ANOANN,1,
RES-002224,EVT-00862,AEDNOT,1,
RES-002225,EVT-00862,AEDVIG,1,
RES-002226,EVT-00862,CULANN,2,
RES-002227,EVT-00862,CULQUI,1,
RES-002228,EVT-00863,AEDVIG,2,
RES-002229,EVT-00863,CULANN,4,
RES-002230,EVT-00864,CULANN,2,
RES-002231,EVT-00864,CULQUI,1,
RES-002232,EVT-00865,AEDVIG,1,
RES-002233,EVT-00865,CULANN,2,
RES-002234,EVT-00865,ANOANN,1,
RES-002235,EVT-00866,AEDVIG,2,
RES-002236,EVT-00866,AEDCAM,1,
RES-002237,EVT-00866,CULANN,3,
RES-002238,EVT-00867,CULANN,1,
RES-002239,EVT-00867,CULQUI,1,
RES-002240,EVT-00868,AEDVIG,1,
RES-002241,EVT-00868,CULANN,1,
RES-002242,EVT-00869,CULANN,1,
RES-002243,EVT-00873,CULANN,2,
RES-002244,EVT-00874,CULANN,1,
RES-002245,EVT-00874,CULQUI,1,
RES-002246,EVT-00875,AEDNOT,1,
RES-002247,EVT-00875,AEDVIG,1,
RES-002248,EVT-00875,CULANN,3,
RES-002249,EVT-00876,AEDVIG,1,
RES-002250,EVT-00876,CULANN,1,
RES-002251,EVT-00876,CULQUI,1,
RES-002252,EVT-00877,CULANN,4,
RES-002253,EVT-00877,CULQUI,1,
RES-002254,EVT-00878,AEDVIG,1,
RES-002255,EVT-00878,CULANN,1,
RES-002256,EVT-00878,CULQUI,1,
RES-002257,EVT-00879,AEDVIG,1,
RES-002258,EVT-00879,AEDCAM,2,
RES-002259,EVT-00879,CULANN,2,
RES-002260,EVT-00879,CULQUI,3,
RES-002261,EVT-00879,ANOANN,1,
RES-002262,EVT-00880,AEDVIG,4,
RES-002263,EVT-00880,CULANN,1,
RES-002264,EVT-00883,AEDNOT,2,
RES-002265,EVT-00883,AEDVIG,3,
RES-002266,EVT-00883,AEDCAM,1,
RES-002267,EVT-00883,CULANN,7,
RES-002268,EVT-00884,AEDNOT,1,
RES-002269,EVT-00884,AEDVIG,1,
RES-002270,EVT-00884,CULANN,4,
RES-002271,EVT-00884,CULQUI,2,
RES-002272,EVT-00885,AEDNOT,3,
RES-002273,EVT-00885,AEDCAM,1,
RES-002274,EVT-00885,CULANN,3,
RES-002275,EVT-00885,CULQUI,1,
RES-002276,EVT-00886,AEDNOT,1,
RES-002277,EVT-00886,AEDVIG,1,
RES-002278,EVT-00886,CULANN,6,
RES-002279,EVT-00886,ANOANN,1,
RES-002280,EVT-00887,AEDNOT,1,
RES-002281,EVT-00887,AEDVIG,3,
RES-002282,EVT-00887,CULANN,4,
RES-002283,EVT-00888,AEDNOT,1,
RES-002284,EVT-00888,AEDVIG,4,
RES-002285,EVT-00888,AEDCAM,1,
RES-002286,EVT-00888,CULANN,3,
RES-002287,EVT-00888,ANOANN,1,
RES-002288,EVT-00889,CULANN,5,
RES-002289,EVT-00889,CULQUI,2,
RES-002290,EVT-00890,CULANN,3,
RES-002291,EVT-00891,AEDNOT,1,
RES-002292,EVT-00891,CULANN,2,
RES-002293,EVT-00892,AEDVIG,3,
RES-002294,EVT-00892,CULANN,1,
RES-002295,EVT-00893,AEDNOT,1,
RES-002296,EVT-00893,AEDVIG,1,
RES-002297,EVT-00893,AEDCAM,1,
RES-002298,EVT-00893,CULQUI,2,
RES-002299,EVT-00894,AEDNOT,1,
RES-002300,EVT-00894,AEDVIG,3,
RES-002301,EVT-00894,AEDCAM,1,
RES-002302,EVT-00894,CULANN,5,
RES-002303,EVT-00894,ANOANN,1,
RES-002304,EVT-00895,AEDVIG,3,
RES-002305,EVT-00895,AEDCAM,1,
RES-002306,EVT-00895,CULANN,2,
RES-002307,EVT-00896,AEDVIG,1,
RES-002308,EVT-00896,CULANN,3,
RES-002309,EVT-00897,AEDNOT,1,
RES-002310,EVT-00897,AEDCAM,1,
RES-002311,EVT-00897,CULANN,4,
RES-002312,EVT-00899,AEDVIG,1,
RES-002313,EVT-00899,CULQUI,1,
RES-002314,EVT-00900,CULANN,1,
RES-002315,EVT-00904,AEDVIG,1,
RES-002316,EVT-00904,CULQUI,1,
RES-002317,EVT-00905,AEDNOT,1,
RES-002318,EVT-00905,AEDCAM,1,
RES-002319,EVT-00905,CULANN,3,
RES-002320,EVT-00907,AEDNOT,1,
RES-002321,EVT-00907,AEDVIG,2,
RES-002322,EVT-00907,AEDCAM,1,
RES-002323,EVT-00907,CULANN,3,
RES-002324,EVT-00907,CULQUI,1,
RES-002325,EVT-00908,AEDCAM,1,
RES-002326,EVT-00908,CULANN,2,
RES-002327,EVT-00908,CULQUI,2,
RES-002328,EVT-00909,AEDNOT,3,
RES-002329,EVT-00909,AEDVIG,7,
RES-002330,EVT-00909,AEDCAM,1,
RES-002331,EVT-00909,CULANN,21,
RES-002332,EVT-00909,CULQUI,2,
RES-002333,EVT-00909,ANOANN,1,
RES-002334,EVT-00910,AEDVIG,3,
RES-002335,EVT-00910,CULANN,4,
RES-002336,EVT-00910,CULQUI,1,
RES-002337,EVT-00911,AEDNOT,1,
RES-002338,EVT-00911,AEDVIG,2,
RES-002339,EVT-00911,AEDCAM,1,
RES-002340,EVT-00911,CULANN,7,
RES-002341,EVT-00911,CULQUI,1,
RES-002342,EVT-00912,AEDVIG,3,
RES-002343,EVT-00912,CULQUI,3,
RES-002344,EVT-00912,ANOANN,1,
RES-002345,EVT-00914,AEDNOT,2,
RES-002346,EVT-00914,AEDVIG,3,
RES-002347,EVT-00914,CULANN,3,
RES-002348,EVT-00914,CULQUI,2,
RES-002349,EVT-00914,ANOANN,1,
RES-002350,EVT-00915,AEDNOT,3,
RES-002351,EVT-00915,AEDVIG,2,
RES-002352,EVT-00915,AEDCAM,1,
RES-002353,EVT-00915,CULANN,6,
RES-002354,EVT-00916,AEDNOT,2,
RES-002355,EVT-00916,AEDVIG,3,
RES-002356,EVT-00916,AEDCAM,1,
RES-002357,EVT-00917,AEDNOT,1,
RES-002358,EVT-00917,AEDVIG,1,
RES-002359,EVT-00917,CULANN,6,
RES-002360,EVT-00917,CULQUI,1,
RES-002361,EVT-00918,AEDNOT,1,
RES-002362,EVT-00918,AEDVIG,2,
RES-002363,EVT-00918,AEDCAM,2,
RES-002364,EVT-00918,CULQUI,1,
RES-002365,EVT-00919,AEDNOT,1,
RES-002366,EVT-00919,AEDVIG,3,
RES-002367,EVT-00919,AEDCAM,1,
RES-002368,EVT-00919,CULANN,5,
RES-002369,EVT-00919,CULQUI,1,
RES-002370,EVT-00919,ANOANN,1,
RES-002371,EVT-00920,AEDNOT,1,
RES-002372,EVT-00920,AEDVIG,7,
RES-002373,EVT-00920,AEDCAM,2,
RES-002374,EVT-00920,CULANN,3,
RES-002375,EVT-00922,CULANN,1,
RES-002376,EVT-00923,AEDNOT,1,
RES-002377,EVT-00923,AEDVIG,2,
RES-002378,EVT-00923,AEDCAM,1,
RES-002379,EVT-00923,CULANN,5,
RES-002380,EVT-00924,AEDVIG,1,
RES-002381,EVT-00924,CULANN,2,
RES-002382,EVT-00925,AEDCAM,1,
RES-002383,EVT-00925,CULANN,1,
RES-002384,EVT-00926,AEDNOT,1,
RES-002385,EVT-00926,CULANN,2,
RES-002386,EVT-00926,ANOANN,1,
RES-002387,EVT-00927,AEDNOT,1,
RES-002388,EVT-00927,CULANN,1,
RES-002389,EVT-00928,AEDVIG,1,
RES-002390,EVT-00928,CULANN,1,
RES-002391,EVT-00929,AEDNOT,1,
RES-002392,EVT-00929,AEDVIG,3,
RES-002393,EVT-00929,CULANN,1,
RES-002394,EVT-00932,AEDVIG,2,
RES-002395,EVT-00932,CULANN,1,
RES-002396,EVT-00933,AEDNOT,1,
RES-002397,EVT-00933,AEDVIG,1,
RES-002398,EVT-00933,CULANN,3,
RES-002399,EVT-00934,CULANN,3,
RES-002400,EVT-00934,ANOANN,1,
RES-002401,EVT-00935,AEDCAM,1,
RES-002402,EVT-00935,CULANN,1,
RES-002403,EVT-00936,AEDNOT,1,
RES-002404,EVT-00936,AEDVIG,2,
RES-002405,EVT-00936,CULANN,2,
RES-002406,EVT-00937,AEDVIG,3,
RES-002407,EVT-00937,AEDCAM,1,
RES-002408,EVT-00937,CULANN,5,
RES-002409,EVT-00938,AEDCAM,1,
RES-002410,EVT-00938,CULANN,1,
RES-002411,EVT-00938,CULQUI,2,
RES-002412,EVT-00939,AEDNOT,1,
RES-002413,EVT-00939,AEDCAM,1,
RES-002414,EVT-00939,CULANN,1,
RES-002415,EVT-00940,AEDVIG,2,
RES-002416,EVT-00940,CULANN,2,
RES-002417,EVT-00941,AEDNOT,1,
RES-002418,EVT-00941,CULANN,2,
RES-002419,EVT-00942,AEDNOT,1,
RES-002420,EVT-00942,CULANN,1,
RES-002421,EVT-00944,AEDVIG,2,
RES-002422,EVT-00944,AEDCAM,1,
RES-002423,EVT-00944,CULANN,3,
RES-002424,EVT-00944,ANOANN,1,
RES-002425,EVT-00945,AEDNOT,3,
RES-002426,EVT-00945,AEDVIG,1,
RES-002427,EVT-00945,CULANN,5,
RES-002428,EVT-00946,AEDNOT,1,
RES-002429,EVT-00946,AEDVIG,2,
RES-002430,EVT-00946,CULANN,4,
RES-002431,EVT-00946,CULQUI,4,
RES-002432,EVT-00947,AEDCAM,1,
RES-002433,EVT-00947,CULANN,2,
RES-002434,EVT-00948,AEDNOT,1,
RES-002435,EVT-00948,AEDVIG,3,
RES-002436,EVT-00948,CULANN,1,
RES-002437,EVT-00949,AEDCAM,3,
RES-002438,EVT-00949,CULANN,3,
RES-002439,EVT-00949,CULQUI,1,
RES-002440,EVT-00950,AEDNOT,1,
RES-002441,EVT-00950,AEDVIG,3,
RES-002442,EVT-00950,CULANN,4,
RES-002443,EVT-00950,CULQUI,1,
RES-002444,EVT-00951,AEDCAM,1,
RES-002445,EVT-00951,CULANN,3,
RES-002446,EVT-00952,AEDVIG,3,
RES-002447,EVT-00952,AEDCAM,1,
RES-002448,EVT-00952,CULANN,1,
RES-002449,EVT-00952,ANOANN,1,
RES-002450,EVT-00953,AEDVIG,2,
RES-002451,EVT-00953,CULANN,2,
RES-002452,EVT-00954,CULANN,5,
RES-002453,EVT-00954,CULQUI,1,
RES-002454,EVT-00955,AEDNOT,1,
RES-002455,EVT-00955,AEDVIG,1,
